Index,Raw #,#,Set,Name,Team,Pts.,Yr.,OB/C,Spd/IP,Pos,H,Icon,PU,SO,GB,FB,W,S,S+,DB,TR,HR
'03 54-3 UL,54,54-3,UL,Rheal Cormier,Phillies,210,'03,5,1,Reliever,L,,1-,2-5,6-12,13-16,17-,18-19,-,20-,-,21+
'03 51-1 UL,51,51-1,UL,Ricardo Rodriguez,Indians,210,'03,4,6,Starter,R,R,1-2,3-5,6-13,14-16,17-,18-19,-,20-23,-,24+
'02 122-1 UL,122,122-1,UL,Roger Cedeno,Tigers,210,'02,10,23,OF+0,S,,-,1-,2-6,-,7-8,9-15,16-18,19-,20-23,24+
'02 26-2 UL,26,26-2,UL,Roger Cedeno,Mets,210,'02,10,23,OF+0,S,,-,1-,2-6,-,7-8,9-15,16-18,19-,20-24,25+
'05 123-1 UL,123,123-1,UL,Rondell White,Tigers,210,'05,9,9,LF-RF+1,R,,,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'03 50-1 UL,50,50-1,UL,Ronnie Belliard,Rockies,210,'03,12,10,2B+3,R,,-,1-2,3-5,6-7,8-11,12-18,-,19-20,-,21+
'04 49-2 UL,49,49-2,UL,Ronnie Belliard,Indians,210,'04,10,14,"2B+4, 3B+1",R,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'00 366 1st,366,366,1st,Ruben Rivera,Padres,210,'00,6,A,OF+2,R,,-,1-4,-,5-,6-14,-,-,15-,-,16-20
'05 275 UL,275,275,UL,Ryan Klesko,Padres,210,'05,12,10,LF-RF+0,L,,,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'05 203 UL,203,203,UL,Scot Shields,Angels,210,'05,4,2,Reliever,R,,1-,2-6,7-13,14-16,17-,18-19,-,20-26,-,27+
'05 193 UL,193,193,UL,Scott Linebrink,Padres,210,'05,5,1,Reliever,R,,1-2,3-8,9-12,13-16,17-,18-19,-,20-24,-,25+
'04 50-3 UL,50,50-3,UL,Scott Spiezio,Mariners,210,'04,9,11,"1B+0, 3B+1",S,,-,1-,2-3,4-5,6-9,10-15,-,16-18,19-,20+
'00 5-2 1st,5,5-2,1st,Scott Spiezio,Angels,210,'00,7,C,DH,S,,-,-,-,1-4,5-9,10-11,-,12-17,-,18-20
'02 19-2 UL,19,19-2,UL,Sean Casey,Reds,210,'02,11,12,1B+0,L,,-,-,1-5,6-,7-8,9-16,17-,18-19,-,20+
'01 317 1st,317,317,1st,Terrence Long,Athletics,210,'01,8,B,"CF+1, LF-RF+0",L,,-,-,1-4,5-,6-7,8-15,-,16-17,18-,19-20
'01 317 UL,317,317,UL,Terrence Long,Athletics,210,'01,8,B,"CF+1, LF-RF+0",L,,-,-,1-4,5-,6-7,8-15,-,16-17,18-,19-20
'01 215 1st,215,215,1st,Terry Adams,Dodgers,210,'01,3,1,Reliever,R,,1-2,3-6,7-15,16-17,18-,19-20,-,-,-,-
'03 61-3 UL,61,61-3,UL,Tim Worrell,Giants,210,'03,5,1,Reliever,R,,1-4,5-8,9-13,14-16,17-,18-19,-,20-25,-,26+
'01 220 1st,220,220,1st,Tom Goodwin,Dodgers,210,'01,8,A,"CF+2, LF-RF+1",L,,-,1-2,3-4,-,5-9,10-14,15-18,-,19-,20+
'00 31-2 1st,31,31-2,1st,Tony Womack,Diamondbacks,210,'00,7,A,LF-RF+2,L,,-,-,1-2,3-,4-6,7-12,13-17,18-,19-,20+
'03 58-3 UL,58,58-3,UL,Trot Nixon,Red Sox,210,'03,10,10,LF-RF+1,L,,-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
'05 107-2 UL,107,107-2,UL,Troy Percival,Tigers,210,'05,4,1,Closer,R,,1-2,3-6,7-11,12-17,18-,19-21,-,22-23,-,24+
'03 57-3 UL,57,57-3,UL,Ugueth Urbina,Rangers,210,'03,5,1,Closer,R,,1-3,4-10,11-13,14-17,18-,19-,-,20-,-,21+
'03 61-2 UL,61,61-2,UL,Ugueth Urbina,Red Sox,210,'03,5,1,Closer,R,,1-3,4-10,11-13,14-17,18-,19-,-,20-21,-,22+
'02 166 UL,166,166,UL,Adrian Beltre,Dodgers,200,'02,9,18,3B+1,R,,-,1-2,3-4,5-6,7-8,9-15,16-,17-18,-,19+
'03 154 UL,154,154,UL,Adrian Beltre,Dodgers,200,'03,9,12,3B+1,R,,-,1-,2-4,5-7,8-9,10-16,-,17-18,-,19+
'02 234 UL,234,234,UL,Alfonso Soriano,Yankees,200,'02,9,19,2B+0,R,,-,1-3,4-,5-7,8-,9-13,14-15,16-18,-,19+
'05 153-1 UL,153,153-1,UL,Angel Berroa,Royals,200,'05,9,14,SS+3,R,,,1-,2-4,5-6,7-8,9-15,16-,17-18,19-,20+
'01 381 1st,381,381,1st,Armando Rios,Giants,200,'01,7,B,LF-RF+1,L,,-,1-,2-,3-,4-8,9-11,12-,13-15,16-17,18-20
'01 129-2 1st,129,129-2,1st,Aubrey Huff,Devil Rays,200,'01,8,C,3B+1,L,,-,1-2,-,3-4,5-8,9-15,-,16-18,-,19-20
'04 45-3 UL,45,45-3,UL,Ben Broussard,Indians,200,'04,9,13,1B+1,L,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'03 220 UL,220,220,UL,Billy Koch,Athletics,200,'03,4,1,Closer,R,RP,-,1-5,6-11,12-16,17-19,20-21,-,22-23,-,24+
'01 11-2 1st,11,11-2,1st,Blake Stein,Royals,200,'01,1,6,Starter,R,,1-4,5-8,9-13,14-17,18-19,20-,-,-,-,-
'01 96-2 1st,96,96-2,1st,Bob Howry,White Sox,200,'01,4,1,Reliever,R,,1-3,4-8,9-13,14-16,17-18,19-20,-,-,-,-
'01 149-1 1st,149,149-1,1st,Brad Ausmus,Astros,200,'01,8,B,"C+8, 1B+0",R,,-,-,1-2,3-,4-10,11-16,17-,18-19,-,20+
'04 204 UL,204,204,UL,Brad Radke,Twins,200,'04,3,6,Starter,R,,1-2,3-6,7-13,14-17,-,18-19,-,20-23,-,24+
'05 21-1 UL,21,21-1,UL,Brandon Webb,Diamondbacks,200,'05,2,6,Starter,R,,,1-4,5-13,14-15,16-17,18-19,-,20-25,-,26+
'05 294 UL,294,294,UL,Bret Boone,Mariners,200,'05,9,13,2B+4,R,G,,1-2,3-4,5-6,7-10,11-15,16-,17-18,-,19+
'02 31-3 UL,31,31-3,UL,Brian Jordan,Braves,200,'02,10,14,LF-RF+2,R,,-,1-,2-4,5-6,7-8,9-16,-,17-18,-,19+
'02 5-2 UL,5,5-2,UL,Brian Jordan,Dodgers,200,'02,10,14,LF-RF+2,R,,-,1-,2-3,4-6,7-8,9-16,-,17-18,-,19+
'03 264 UL,264,264,UL,Carlos Guillen,Mariners,200,'03,9,10,SS+1,S,,-,1-,2-3,4-5,6-9,10-16,-,17-18,19-,20+
'00 226 1st,226,226,1st,Chan Ho Park,Dodgers,200,'00,4,6,Starter,R,,6-8,1-5,9-11,12-14,15-17,18-19,-,20-,-,-
'05 29-1 UL,29,29-1,UL,Chipper Jones,Braves,200,'05,10,10,3B+1,S,,,1-,2-3,4-5,6-12,13-17,-,18-,-,19+
'01 172-2 1st,172,172-2,1st,Chris Woodward,Blue Jays,200,'01,7,A,"SS+4, 2B+3",R,,-,1-5,-,6-,7-9,10-15,-,16-18,-,19-20
'05 95-2 UL,95,95-2,UL,Coco Crisp,Indians,200,'05,10,17,CF+0,S,,,1-,2-4,5-6,7-9,10-16,17-,18-19,-,20+
'03 140 UL,140,140,UL,Craig Biggio,Astros,200,'03,10,14,2B+2,R,,-,1-2,3-5,6-7,8-10,11-15,16-17,18-19,-,20+
'03 44 P,44,44,P,Craig Biggio,Astros,200,'03,10,14,2B+2,R,,-,1-2,3-5,6-7,8-10,11-15,16-17,18-19,-,20+
'02 43-1 UL,43,43-1,UL,Craig Counsell,Diamondbacks,200,'02,10,17,2B+5,L,,-,1-3,4-5,6-7,8-11,12-20,-,21-23,-,24+
'03 47-1 UL,47,47-1,UL,D.J. Carrasco,Royals,200,'03,5,1,Reliever,R,R,1-,2-6,7-12,13-16,17-,18-19,-,20-,-,21+
'04 80-2 UL,80,80-2,UL,Damaso Marte,White Sox,200,'04,5,1,Reliever,L,,-,1-6,7-10,11-15,16-17,18-19,-,20-26,-,27+
'01 45-1 1st,45,45-1,1st,Dan Miceli,Marlins,200,'01,4,1,Reliever,R,,1-3,4-7,8-12,13-16,17-,18-20,-,-,-,-
'01 112-2 1st,112,112-2,1st,Danny Graves,Reds,200,'01,5,1,Closer,R,,1-2,3-5,6-12,13-15,16-17,18-19,-,20-,-,-
'01 199 1st,199,199,1st,Daryle Ward,Astros,200,'01,6,C,"LF-RF+1, 1B+0",L,,-,1-3,-,4-5,-,6-10,-,11-12,13-,14-20
'00 251 1st,251,251,1st,Denny Hocking,Twins,200,'00,6,A,"2B-SS+2, OF+1",S,,-,-,1-2,3-,4-,5-14,15-16,17-18,-,19-20
'01 20-2 1st,20,20-2,1st,Derek Bell,Pirates,200,'01,8,B,LF-RF+1,R,,-,1-2,3-4,-,5-10,11-15,16-,17-18,-,19-20
'01 276 1st,276,276,1st,Derek Bell,Mets,200,'01,8,B,LF-RF+1,R,,-,1-2,3-4,-,5-10,11-15,16-,17-18,-,19-20
'04 131 UL,131,131,UL,Dmitri Young,Tigers,200,'04,11,10,"LF-RF+1, 3B+1",S,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'03 174 UL,174,174,UL,Eddie Guardado,Twins,200,'03,5,1,Closer,L,,1-4,5-9,10-13,14-16,17-,18-19,-,20-21,-,22+
'03 48-2 UL,48,48-2,UL,Eddie Perez,Brewers,200,'03,9,10,C+2,R,,-,1-,2-4,5-6,7-8,9-17,-,18-,-,19+
'05 282 UL,282,282,UL,Edgardo Alfonzo,Giants,200,'05,10,9,3B+2,R,,,1-,2-3,4-6,7-9,10-17,-,18-19,-,20+
'04 240 UL,240,240,UL,Eric Byrnes,Athletics,200,'04,9,12,CF+1,R,R,-,1-,2-3,4-5,6-9,10-14,15-,16-18,19-,20+
'02 30 ASG,30,30,ASG,Eric Gagne,Dodgers,200,'02,3,1,Closer,R,,1-2,3-8,9-13,14-18,19-,20-,-,21-,-,22+
'04 338 UL,338,338,UL,Frank Catalanotto,Blue Jays,200,'04,10,9,LF-RF+0,L,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
'02 116-1 UL,116,116-1,UL,Greg Norton,Rockies,200,'02,9,14,DH,S,,-,1-5,6-,-,7-9,10-14,-,15-16,17-,18+
'03 49-2 UL,49,49-2,UL,Gregg Zaun,Astros,200,'03,11,10,C+6,S,,-,1-,2-4,5-6,7-10,11-16,-,17-20,-,21+
'03 293 UL,293,293,UL,Herbert Perry,Rangers,200,'03,9,10,3B+1,R,,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'04 11-1 UL,11,11-1,UL,Jarrod Washburn,Angels,200,'04,4,6,Starter,L,,1-4,5-7,8-12,13-16,-,17-18,-,19-22,-,23+
'01 42-2 1st,42,42-2,1st,Jason Schmidt,Pirates,200,'01,2,6,Starter,R,,1-2,3-6,7-12,13-16,17-18,19-,-,20-,-,-
'00 227 1st,227,227,1st,Jeff Shaw,Dodgers,200,'00,6,1,Closer,R,,4-6,1-3,7-10,11-15,16-,17-20,-,-,-,-
'01 311 1st,311,311,1st,Jeremy Giambi,Athletics,200,'01,8,B,LF-RF+1,L,,-,1-3,-,4-,5-10,11-16,-,17-,18-,19-20
'02 40-1 UL,40,40-1,UL,Joe Randa,Royals,200,'02,10,13,3B+1,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-19,-,20+
'05 130-1 UL,130,130-1,UL,Joe Randa,Reds,200,'05,10,10,3B+2,R,,,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'01 96-1 1st,96,96-1,1st,John Franco,Mets,200,'01,3,1,Reliever,L,,1-2,3-8,9-15,16-17,18-,19-20,-,-,-,-
'00 45-2 1st,45,45-2,1st,John Rocker,Braves,200,'00,5,1,Closer,L,,10-11,1-9,12-13,14-16,17-18,19-20,-,-,-,-
'04 45-2 UL,45,45-2,UL,Johnny Damon,Red Sox,200,'04,10,19,CF+1,L,,-,1-,2-4,5-6,7-10,11-15,16-17,18-19,-,20+
'04 30-3 UL,30,30-3,UL,Jose Cruz,Devil Rays,200,'04,11,14,LF-RF+2,R,G,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'00 163 1st,163,163,1st,Karim Garcia,Tigers,200,'00,5,B,LF-RF+1,L,,-,1-,-,2-,3-,4-10,-,-,11-12,13-20
'03 16 P,16,16,P,Kerry Robinson,Cardinals,200,'03,10,18,"LF-RF+2, CF+0",L,,-,1-,2-5,6-7,8-9,10-17,-,18-19,20-,21+
'03 240 UL,240,240,UL,Kip Wells,Pirates,200,'03,2,6,Starter,R,,1-2,3-6,7-14,15-16,17-,18-19,-,20-22,-,23+
'04 198 UL,198,198,UL,LaTroy Hawkins,Twins,200,'04,5,1,Reliever,R,,1-2,3-7,8-12,13-16,17-,18-19,-,20-26,-,27+
'01 98 1st,98,98,1st,Lou Pote,Angels,200,'01,3,1,Reliever,R,,1-2,3-7,8-14,15-17,-,18-20,-,-,-,-
'04 26-2 UL,26,26-2,UL,Marco Scutaro,Athletics,200,'04,10,13,"2B+3, SS+3",R,R,-,1-,2-4,5-6,7-0,8-17,-,18-20,-,21+
'04 63-3 UL,63,63-3,UL,Mark Grudzielanek,Cubs,200,'04,11,11,2B+2,R,,-,1-,2-4,5-6,7-9,10-17,-,18-20,-,21+
'02 25-1 UL,25,25-1,UL,Matt Williams,Diamondbacks,200,'02,9,12,3B+2,R,,-,1-,2-3,4-6,7-,8-14,-,15-18,-,19+
'02 342 UL,342,342,UL,Michael Young,Rangers,200,'02,9,18,2B+2,R,,-,1-3,4-5,6-7,8-9,10-16,-,17-,18-,19+
'00 132-1 1st,132,132-1,1st,Mike Jackson,Indians,200,'00,6,1,Closer,R,,5-7,1-4,8-12,13-15,16-17,18-20,-,-,-,-
'00 48-2 1st,48,48-2,1st,Mike Lansing,Rockies,200,'00,7,B,2B+2,R,,-,1-,2-,3-4,5-,6-15,-,16-18,-,19-20
'00 182 1st,182,182,1st,Mike Lowell,Marlins,200,'00,7,C,3B+2,R,,-,1-2,-,3-4,5-8,9-15,-,16-17,-,18-20
'05 309 UL,309,309,UL,Mike Matheny,Cardinals,200,'05,9,8,C+10,R,G,,1-2,3-5,6-7,8-10,11-18,-,19-21,-,22+
'02 4-2 UL,4,4-2,UL,Mike Piazza,Mets,200,'02,10,9,C+2,R,,-,1-2,3-4,5-7,8-9,10-15,-,16-17,-,18+
'00 184 1st,184,184,1st,Mike Redmond,Marlins,200,'00,9,C,C+7,R,,-,1-,2-3,4-,5-8,9-19,-,20-,-,-
'01 44-2 1st,44,44-2,1st,Mike Remlinger,Braves,200,'01,3,1,Reliever,L,,1-2,3-8,9-14,15-17,18-19,20-,-,-,-,-
'02 50 ASG,50,50,ASG,Mike Williams,Pirates,200,'02,3,1,Closer,R,,1-4,5-9,10-13,14-18,19-,-,-,20-,-,21+
'01 150-1 1st,150,150-1,1st,Neifi Perez,Rockies,200,'01,7,B,SS+5,S,,-,-,1-3,4-5,-,6-15,-,16-18,-,19-20
'02 226 UL,226,226,UL,Nick Johnson,Yankees,200,'02,12,8,1B+0,L,,-,1-3,4-6,7-,8-14,15-17,-,18-,-,19+
'01 32-1 1st,32,32-1,1st,Octavio Dotel,Astros,200,'01,6,6,Starter,R,,1-3,4-8,9-10,11-14,15-16,17-18,-,19-,-,20+
'01 326 1st,326,326,1st,Omar Daal,Phillies,200,'01,1,6,Starter,L,,1-3,4-6,7-13,14-17,-,18-19,-,20-,-,-
'05 115-1 UL,115,115-1,UL,Omar Infante,Tigers,200,'05,9,14,2B+2,R,,,1-2,3-4,5-6,7-9,10-15,16-,17-18,19-,20+
'01 26-2 1st,26,26-2,1st,Paul Shuey,Indians,200,'01,3,1,Reliever,R,,1-2,3-8,9-14,15-17,18-19,20-,-,-,-,-
'04 48-2 UL,48,48-2,UL,Randall Simon,Pirates,200,'04,9,10,1B+1,L,,-,-,1-4,5-6,7-8,9-16,-,17-18,-,19+
'04 47-3 UL,47,47-3,UL,Raul Ibanez,Mariners,200,'04,10,12,LF-RF+1,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'02 79-3 UL,79,79-3,UL,Rey Sanchez,Red Sox,200,'02,10,12,2B+0,R,,-,1-,2-5,6-7,8-10,11-17,-,18-,19-22,23+
'01 368 1st,368,368,1st,Rich Aurilia,Giants,200,'01,8,C,SS+3,R,,-,1-,2-,3-5,6-9,10-16,-,17-18,-,19-20
'00 196 1st,196,196,1st,Richard Hidalgo,Astros,200,'00,7,B,LF-RF+1,R,,-,-,1-,2-4,5-12,13-,14-,15-17,-,18-20
'00 249 1st,249,249,1st,Ron Coomer,Twins,200,'00,6,B,"1B+1, 3B+3",R,,-,-,1-,2-,3-,4-13,-,14-16,-,17-20
'04 10-1 UL,10,10-1,UL,Scott Spiezio,Angels,200,'04,9,11,"1B+0, 3B+1",S,,-,1-,2-3,4-5,6-9,10-15,-,16-18,19-,20+
'04 178 UL,178,178,UL,Shawn Green,Dodgers,200,'04,10,11,LF-RF+0,L,,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
'04 24 P,24,24,P,Shigetoshi Hasegawa,Mariners,200,'04,5,1,Closer,R,,1-,2-4,5-12,13-16,17-,18-19,-,20-25,-,26+
'04 299 UL,299,299,UL,Shigetoshi Hasegawa,Mariners,200,'04,5,1,Closer,R,,1-,2-4,5-12,13-16,17-,18-19,-,20-25,-,26+
'00 197 1st,197,197,1st,Stan Javier,Astros,200,'00,8,A,LF-RF+1,S,,-,-,1-4,5-,6-8,9-17,18-19,20-,-,-
'02 222 UL,222,222,UL,Steve Trachsel,Mets,200,'02,2,6,Starter,R,,1-3,4-8,9-14,15-18,-,19-,-,-,-,20+
'01 151-2 1st,151,151-2,1st,Terry Shumpert,Rockies,200,'01,7,A,"2B-3B+2, LF-RF+1",R,,-,1-,-,2-3,4-9,10-14,15-,16-,17-18,19-20
'04 294 UL,294,294,UL,Tim Worrell,Giants,200,'04,6,1,Closer,R,,1-4,5-8,9-14,15-,16-17,18-22,-,23-25,-,26+
'01 146-1 1st,146,146-1,1st,Todd Hollandsworth,Rockies,200,'01,7,A,OF+1,L,,-,1-2,3-,-,4-7,8-13,14-15,16-17,-,18-20
'00 140-2 1st,140,140-2,1st,Tom Evans,Rangers,200,'00,8,B,3B+1,R,,-,1-2,-,3-4,5-11,12-16,-,17-19,-,20+
'04 77-3 UL,77,77-3,UL,Tom Gordon,White Sox,200,'04,4,1,Closer,R,,1-3,4-10,11-16,17-,18-,19-23,-,24-26,-,27+
'02 83-1 UL,83,83-1,UL,Tom Wilson,Blue Jays,200,'02,10,11,C+3,R,,-,1-4,5-,6-,7-12,13-16,-,17-18,-,19+
'05 162-2 UL,162,162-2,UL,Tony Clark,Diamondbacks,200,'05,9,10,1B+0,S,,,1-3,4-5,6-,7-10,11-15,-,16-17,-,18+
'00 25-1 1st,25,25-1,1st,Travis Lee,Diamondbacks,200,'00,7,A,1B+0,L,,-,-,1-2,3-,4-11,12-15,16-17,18-,-,19-20
'00 361 1st,361,361,1st,Trevor Hoffman,Padres,200,'00,4,1,Closer,R,,9-,1-8,10-14,15-18,-,19-,-,20-,-,-
'00 273 1st,273,273,1st,Ugueth Urbina,Expos,200,'00,6,1,Closer,R,,9-10,1-8,11-12,13-15,16-17,18-20,-,-,-,-
'02 17-2 UL,17,17-2,UL,Vinny Castilla,Braves,200,'02,9,11,3B+2,R,,-,1-2,3-6,7-,8-10,11-14,-,15-16,-,17+
'01 92-2 1st,92,92-2,1st,A. J. Burnett,Marlins,190,'01,2,6,Starter,R,,1-3,4-7,8-13,14-16,17-18,19-,-,20-,-,-
'04 152 UL,152,152,UL,Adam Everett,Astros,190,'04,9,12,SS+4,R,,-,1-,2-3,4-5,6-8,9-16,-,17-19,-,20+
'05 9-1 UL,9,9-1,UL,Adam Kennedy,Angels,190,'05,10,15,2B+1,L,,,1-2,3-4,5-6,7-9,10-16,17-,18-19,-,20+
'02 85-2 UL,85,85-2,UL,Adrian Beltre,Dodgers,190,'02,9,18,3B+1,R,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'05 46-2 UL,46,46-2,UL,Alan Embree,Red Sox,190,'05,5,1,Reliever,L,,1-2,3-6,7-11,12-16,17-,18-19,-,20-23,-,24+
'00 178 1st,178,178,1st,Alex Gonzalez,Marlins,190,'00,6,B,SS+2,R,,-,1-,-,2-,-,3-13,-,14-15,16-17,18-20
'00 20-1 1st,20,20-1,1st,Andy Fox,Diamondbacks,190,'00,7,B,SS+1,L,,-,1-,2-,3-,4-9,10-15,16-,17-,18-,19-20
'05 72-2 UL,72,72-2,UL,Antonio Osuna,Nationals,190,'05,4,1,Reliever,R,,1-2,3-7,8-12,13-16,17-,18-19,-,20-25,-,26+
'04 43-2 UL,43,43-2,UL,Aquilino Lopez,Blue Jays,190,'04,4,1,Reliever,R,R,1-2,3-7,8-11,12-16,17-18,19-21,-,22-23,-,24+
'00 279 1st,279,279,1st,Armando Benitez,Mets,190,'00,3,1,Closer,R,,13-,1-12,14-,15-18,19-20,-,-,-,-,-
'05 42-2 UL,42,42-2,UL,B.J. Surhoff,Orioles,190,'05,11,10,LF-RF+1,L,,,1-,2-3,4-6,7-9,10-18,-,19-,-,20+
'05 86-1 UL,86,86-1,UL,Barry Larkin,Reds,190,'05,10,12,SS+2,R,,,-,1-3,4-5,6-9,10-17,-,18-19,-,20+
'01 175-2 1st,175,175-2,1st,Ben Petrick,Rockies,190,'01,8,B,C+2,R,,-,1-2,-,3-,4-8,9-15,-,16-18,19-,20+
'03 51-2 UL,51,51-2,UL,Billy Koch,White Sox,190,'03,4,1,Closer,R,,1-3,4-8,9-14,15-16,17-18,19-22,-,23-24,-,25+
'01 372 1st,372,372,1st,Bobby Estalella,Giants,190,'01,7,B,C+5,R,,-,1-3,-,-,4-12,13-,-,14-16,17-,18-20
'00 32-2 1st,32,32-2,1st,Bret Boone,Braves,190,'00,6,B,2B+2,R,,-,-,1-,2-,3-5,6-11,12-,13-16,-,17-20
'01 162-2 1st,162,162-2,1st,Brook Fordyce,Orioles,190,'01,7,C,C+3,R,,-,1-,-,2-3,4-6,7-15,-,16-,-,17-20
'02 280 UL,280,280,UL,Bubba Trammell,Padres,190,'02,10,14,LF-RF+1,R,,-,1-2,3-5,6-7,8-11,12-16,-,17-,-,18+
'01 93-2 1st,93,93-2,1st,Bubba Trammell,Padres,190,'01,8,B,LF-RF+1,R,,-,1-3,4-,5-,6-10,11-15,16-,17-18,-,19-20
'04 48-3 UL,48,48-3,UL,Byung-Hyun Kim,Red Sox,190,'04,4,1,Closer,R,,1-3,4-8,9-15,16-17,18-,19-22,-,23-25,-,26+
'01 61-1 1st,61,61-1,1st,Cal Ripken Jr.,Orioles,190,'01,7,C,3B+2,R,,-,-,1-2,3-4,5-7,8-14,-,15-16,-,17-20
'01 61 UL,61,61,UL,Cal Ripken Jr.,Orioles,190,'01,7,C,3B+2,R,,-,-,1-2,3-4,5-7,8-14,-,15-16,-,17-20
'01 200 1st,200,200,1st,Carlos Beltran,Royals,190,'01,7,A,"CF+2, LF-RF+1",R,,-,1-,2-4,5-,6-8,9-14,15-16,17-,18-,19-20
'02 83-3 UL,83,83-3,UL,Carlos Lee,White Sox,190,'02,10,16,LF-RF+1,R,,-,1-,2-4,5-7,8-10,11-15,16-,17-18,-,19+
'05 170 UL,170,170,UL,Cesar Izturis,Dodgers,190,'05,10,19,SS+4,S,G,,1-,2-4,5-6,7-9,10-16,17-18,19-,20-,21+
'03 43-2 UL,43,43-2,UL,Chad Bradford,Athletics,190,'03,5,1,Reliever,R,,-,1-4,5-13,14-15,16-17,18-19,-,20-23,-,24+
'02 2-2 UL,2,2-2,UL,Chris Singleton,Orioles,190,'02,10,19,OF+2,L,,-,1-,2-4,5-7,8-,9-16,17-,18-19,20-21,22+
'03 9 P,9,9,P,Corky Miller,Reds,190,'03,9,8,C+5,R,,-,1-,2-3,4-5,6-8,9-15,-,16-19,-,20+
'05 75-1 UL,75,75-1,UL,Damaso Marte,White Sox,190,'05,4,1,Reliever,L,,1-4,5-9,10-14,15-16,17-18,19-21,-,22-23,-,24+
'02 276 UL,276,276,UL,Damian Jackson,Padres,190,'02,9,22,2B+3,R,,-,1-5,-,6-,7-11,12-16,17-18,19-,20-24,25+
'02 161 UL,161,161,UL,Dan Reichert,Royals,190,'02,2,6,Starter,R,,1-2,3-5,6-14,15-16,17-18,19-22,-,-,-,23+
'03 14-1 UL,14,14-1,UL,Danny Bautista,Diamondbacks,190,'03,10,10,LF-RF+2,R,,-,1-,2-3,4-6,7-11,12-17,-,18-19,20-,21+
'04 97-3 UL,97,97-3,UL,Danys Baez,Indians,190,'04,5,1,Closer,R,,1-4,5-9,10-14,15-16,17-,18-19,-,20-23,-,24+
'01 24-1 1st,24,24-1,1st,Dave Magadan,Padres,190,'01,9,C,"3B+1, 1B+1",L,,-,-,1-2,3-,4-11,12-18,-,19-,-,20+
'03 48-3 UL,48,48-3,UL,Dave Roberts,Dodgers,190,'03,10,24,CF+1,L,,-,1-,2-4,5-6,7-10,11-15,16-18,19-,20-,21+
'01 416 1st,416,416,1st,Dave Veres,Cardinals,190,'01,5,1,Closer,R,,1-2,3-7,8-13,14-15,16-17,18-19,-,20-,-,-
'03 49-3 UL,49,49-3,UL,Deivi Cruz,Orioles,190,'03,9,13,SS+1,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'00 87-2 1st,87,87-2,1st,Derek Bell,Mets,190,'00,7,A,LF-RF+1,R,,-,1-2,3-5,-,6-10,11-16,17-,18-,-,19-20
'05 137-1 UL,137,137-1,UL,Dontrelle Willis,Marlins,190,'05,2,6,Starter,L,,1-3,4-7,8-14,15-16,17-,18-19,-,20-24,-,25+
'01 144-2 1st,144,144-2,1st,Doug Mientkiewicz,Twins,190,'01,8,B,1B+0,L,,-,1-2,-,3-4,5-8,9-16,-,17-18,-,19-20
'02 21-2 UL,21,21-2,UL,Dustan Mohr,Twins,190,'02,10,11,OF+1,R,,-,1-2,-,3-6,7-9,10-16,-,17-18,-,19+
'01 2-2 1st,2,2-2,1st,Dustin Hermanson,Cardinals,190,'01,1,6,Starter,R,,1-3,4-5,6-12,13-17,18-,19-,-,20-,-,-
'02 83-2 UL,83,83-2,UL,Ellis Burks,Indians,190,'02,11,14,DH,R,,-,1-3,4-5,6-7,8-12,13-18,-,19-,-,20+
'01 225 1st,225,225,1st,Eric Karros,Dodgers,190,'01,7,B,1B+0,R,,-,1-,-,2-3,4-8,9-14,-,15-16,-,17-20
'05 267 UL,267,267,UL,Eric Munson,Tigers,190,'05,9,9,3B+1,L,,,1-2,3-4,5-6,7-10,11-15,-,16-17,-,18+
'01 382 1st,382,382,1st,Felix Rodriguez,Giants,190,'01,4,1,Reliever,R,,1-2,3-9,10-12,13-16,17-18,19-20,-,-,-,-
'01 52-1 1st,52,52-1,1st,Fernando Seguignol,Expos,190,'01,7,C,"1B+0, LF-RF+0",S,,-,1-5,-,-,6-8,9-13,-,14-16,-,17-20
'01 29-1 1st,29,29-1,1st,Francisco Cordova,Pirates,190,'01,1,6,Starter,R,,1-3,4-7,8-14,15-17,18-,19-,-,20-,-,-
'03 34 P,34,34,P,Frank Thomas,White Sox,190,'03,10,10,DH,R,,-,1-2,3-,4-6,7-12,13-17,-,18-,-,19+
'03 82-3 UL,82,82-3,UL,Frank Thomas,White Sox,190,'03,10,10,DH,R,,-,1-2,3-,4-6,7-12,13-17,-,18-,-,19+
